Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
AWs Promenade 34 Mellow Mocha (5 M),CA62180ASS-303F9,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  34 Mellow Mocha  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 39 Basswood (3 M),CA62180ASS-1C91B,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  39 Basswood 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 39 Basswood (4 M),CA62180ASS-C1C70,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  39 Basswood  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 39 Basswood (5 M),CA62180ASS-B840B,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  39 Basswood  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 75 Shadow Grey (3 M),CA62180ASS-26959,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  75 Shadow Grey 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 75 Shadow Grey (4 M),CA62180ASS-58F91,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  75 Shadow Grey  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 75 Shadow Grey (5 M),CA62180ASS-8E064,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  75 Shadow Grey  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 90 Cashmere (3 M),CA62180ASS-578D6,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  90 Cashmere 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 90 Cashmere (4 M),CA62180ASS-2C797,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  90 Cashmere  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 90 Cashmere (5 M),CA62180ASS-19E79,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  90 Cashmere  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 91 Ocean Mist (3 M),CA62180ASS-3EF4C,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  91 Ocean Mist 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 91 Ocean Mist (4 M),CA62180ASS-D215E,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  91 Ocean Mist  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 91 Ocean Mist (5 M),CA62180ASS-BE30C,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  91 Ocean Mist  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 93 Rockyslope (3 M),CA62180ASS-9C94B,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  93 Rockyslope 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 93 Rockyslope (4 M),CA62180ASS-16359,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  93 Rockyslope  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 93 Rockyslope (5 M),CA62180ASS-A87AA,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  93 Rockyslope  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 95 Canvas (3 M),CA62180ASS-CBF0A,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  95 Canvas 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 95 Canvas (4 M),CA62180ASS-7F2C2,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  95 Canvas  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 95 Canvas (5 M),CA62180ASS-9A718,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  95 Canvas  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 99 Lamp Black (3 M),CA62180ASS-554EC,Associated Weavers,34.4565,34.4565,70.0,Carpet,Carpet,Associated Weavers AWs Promenade  99 Lamp Black 3,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 99 Lamp Black (4 M),CA62180ASS-0AB8A,Associated Weavers,45.942,45.942,93.33333333333334,Carpet,Carpet,Associated Weavers AWs Promenade  99 Lamp Black  4,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Promenade 99 Lamp Black (5 M),CA62180ASS-3E63E,Associated Weavers,57.4275,57.4275,116.66666666666669,Carpet,Carpet,Associated Weavers AWs Promenade  99 Lamp Black  5,Price per SQM: £28.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 05 (3 M),CA53203ASS-B22ED,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication 05 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 05 (4 M),CA53203ASS-A9AD3,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication 05  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 05 (5 M),CA53203ASS-04CFF,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication 05  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 07 (3 M),CA53203ASS-0CD79,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  07 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 07 (4 M),CA53203ASS-C829D,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  07  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 07 (5 M),CA53203ASS-9AB6D,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  07  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 09 (3 M),CA53203ASS-4DEC9,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  09 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 09 (4 M),CA53203ASS-1CBD2,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  09  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 09 (5 M),CA53203ASS-41766,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  09  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 30 (3 M),CA53203ASS-BBCBB,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  30 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 30 (4 M),CA53203ASS-79816,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  30  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 30 (5 M),CA53203ASS-9A3D6,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  30  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 31 (3 M),CA53203ASS-97B31,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  31 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 31 (4 M),CA53203ASS-6E21F,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  31  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 31 (5 M),CA53203ASS-F6B9B,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  31  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 41 (3 M),CA53203ASS-5715A,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  41 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 41 (4 M),CA53203ASS-4396C,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  41  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 41 (5 M),CA53203ASS-8749F,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  41  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 45 (3 M),CA53203ASS-4AC2B,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  45 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 45 (4 M),CA53203ASS-14019,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  45  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 45 (5 M),CA53203ASS-B02B7,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  45  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 62 (3 M),CA53203ASS-01EEB,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  62 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 62 (4 M),CA53203ASS-5DCA4,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  62  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 62 (5 M),CA53203ASS-44B29,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  62  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 75 (3 M),CA53203ASS-C32A6,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  75 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 75 (4 M),CA53203ASS-B246C,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  75  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 75 (5 M),CA53203ASS-52342,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  75  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 76 (3 M),CA53203ASS-E1DE5,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  76 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 76 (4 M),CA53203ASS-B5586,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  76  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 76 (5 M),CA53203ASS-E1F46,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  76  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 90 (3 M),CA53203ASS-437AA,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  90 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 90 (4 M),CA53203ASS-6F2C7,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  90  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 90 (5 M),CA53203ASS-71EF3,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  90  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 91 (3 M),CA53203ASS-FA5B7,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  91 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 91 (4 M),CA53203ASS-B7015,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  91  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 91 (5 M),CA53203ASS-95BA2,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  91  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 95 (3 M),CA53203ASS-93358,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  95 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 95 (4 M),CA53203ASS-B3BE0,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  95  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 95 (5 M),CA53203ASS-42220,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  95  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 99 (3 M),CA53203ASS-2C825,Associated Weavers,41.50125,41.50125,82.5,Carpet,Carpet,Associated Weavers AWs Sophistication  99 3,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 99 (4 M),CA53203ASS-F22FE,Associated Weavers,55.335,55.335,110.0,Carpet,Carpet,Associated Weavers AWs Sophistication  99  4,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Sophistication 99 (5 M),CA53203ASS-42405,Associated Weavers,69.16875,69.16875,137.5,Carpet,Carpet,Associated Weavers AWs Sophistication  99  5,Price per SQM: £33.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 04 (3 M),CA82045ASS-14EE0,Associated Weavers,28.83,28.83,57.5,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers 04 3,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 04 (4 M),CA82045ASS-F4851,Associated Weavers,38.44,38.44,76.66666666666667,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers 04  4,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 04 (5 M),CA82045ASS-F8E93,Associated Weavers,48.05,48.05,95.83333333333334,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers 04  5,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 06 (3 M),CA82045ASS-687EF,Associated Weavers,28.83,28.83,57.5,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  06 3,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 06 (4 M),CA82045ASS-EC3BA,Associated Weavers,38.44,38.44,76.66666666666667,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  06  4,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 06 (5 M),CA82045ASS-28C5E,Associated Weavers,48.05,48.05,95.83333333333334,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  06  5,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 31 (3 M),CA82045ASS-97B31,Associated Weavers,28.83,28.83,57.5,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  31 3,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 31 (4 M),CA82045ASS-6E21F,Associated Weavers,38.44,38.44,76.66666666666667,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  31  4,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 31 (5 M),CA82045ASS-F6B9B,Associated Weavers,48.05,48.05,95.83333333333334,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  31  5,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 33 (3 M),CA82045ASS-43814,Associated Weavers,28.83,28.83,57.5,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  33 3,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 33 (4 M),CA82045ASS-FFFB8,Associated Weavers,38.44,38.44,76.66666666666667,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  33  4,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 33 (5 M),CA82045ASS-4728A,Associated Weavers,48.05,48.05,95.83333333333334,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  33  5,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 34 (3 M),CA82045ASS-25A5E,Associated Weavers,28.83,28.83,57.5,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  34 3,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Stainaway Harvest Heathers 34 (4 M),CA82045ASS-640BA,Associated Weavers,38.44,38.44,76.66666666666667,Carpet,Carpet,Associated Weavers AWs Stainaway Harvest Heathers  34  4,Price per SQM: £23.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
